issue_number,repository,title,description,labels,created_at,comments,reactions,url
40,angular/angular,Angular element `Slot` is not getting rendered if the slot is inside another angular component (`mat-table` in the provided case),"### Which @angular/* package(s) are the source of the bug?

elements

### Is this a regression?

Yes

### Description

I have created wrapper for `mat-table` component and has converted it into a web custom element using `@angular/element` package.
- I want to project the content inside the `mat-table` within the wrapper element
<details>
  <summary> Code </summary>

```typescript
@Component({
    selector: 'mat-table-wrapper',
    template: `
        <mat-table [dataSource]=""dataSource"">
            <slot name=""table""></slot> <!-- This slot DOES NOT get projected into -->
        </mat-table>
        <h2>
            <slot name=""table""></slot> <!-- This slot DOES get projected into -->
        </h2>
    `,
    encapsulation: ViewEncapsulation.ShadowDom,
})
export class MatTableWrapperComponent {
    static CUSTOM_ELM_NAME = 'mat-table-wrapper';
    @Input() dataSource = [];
}
```
</details>

- This problem does not exist in pure angular component that is not packaged as a @angular/element

### Steps to reproduce:
- Clone https://github.com/stagefright5/ng-elements-pg
- cd to `elements-angular-ws` dir
- run `npm run create-element-lib`. This will create `sf5-element-bundle.js` file in `ng-custom-element-user-ws/src/scripts` dir
- This script is already added as part of the bundle in `ng-custom-element-user-ws/angular.json`
- cd to `ng-custom-element-user-ws` dir
- run `npm start` (this will run in `4201` port)
- There are 2 components that are rendered
    1. The `slot` is not rendered
    2. The `slot` is rendered
   The only difference is slot 1 is inside the custom element and 2 is normal angular component
![image](https://user-images.githubusercontent.com/15051871/210803634-d5047df0-c13e-4826-97c4-1c3dc940e9dd.png)


### Please provide a link to a minimal reproduction of the bug

https://github.com/stagefright5/ng-elements-pg

### Please provide the exception or error you saw

```true
-NONE-
```


### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 15.0.4
Node: 16.18.1
Package Manager: npm 8.19.3
OS: win32 x64

Angular: 15.0.4
... animations, cli, common, compiler, compiler-cli, core, forms
... platform-browser, platform-browser-dynamic, router

Package                         Version
---------------------------------------------------------
@angular-devkit/architect       0.1500.4
@angular-devkit/build-angular   15.0.4
@angular-devkit/core            15.0.4
@angular-devkit/schematics      15.0.4
@angular/cdk                    15.0.3
@angular/material               15.0.3
@schematics/angular             15.0.4
rxjs                            7.5.7
typescript                      4.8.4
```


### Anything else?

_No response_","['area: elements', 'cross-cutting: custom elements', 'bug']",2023-01-05T14:32:50Z,0,1,https://github.com/angular/angular/issues/48645
41,angular/angular,TestBed.overrideComponent doesn't update standalone components,"### Which @angular/* package(s) are the source of the bug?

core

### Is this a regression?

No

### Description

This removes imports - expected.
```ts
TestBed.overrideComponent(StandaloneComponent, {
  set: {
    imports: [],
  },
});
```

This doesn't change imports - unexpected.
```ts
TestBed.overrideComponent(StandaloneComponent, {
  set: {
    imports: [FakeTestingModule],
  },
});
```

There is stackblitz example - simply copy/paste the `test.spec.ts` to an angular v15 (v14 has his issue too) project.

### Please provide a link to a minimal reproduction of the bug

https://github.com/satanTime/ng-mocks/blob/issues/4486/tests/issue-4486/angular.spec.ts

### Please provide the exception or error you saw

_No response_

### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 15.0.3
Node: 16.18.1
Package Manager: npm 8.19.3
OS: darwin x64

Angular: 15.0.3
... animations, cli, common, compiler, compiler-cli, core, forms
... platform-browser, platform-browser-dynamic, router

Package                         Version
---------------------------------------------------------
@angular-devkit/architect       0.1500.3
@angular-devkit/build-angular   15.0.3
@angular-devkit/core            15.0.3
@angular-devkit/schematics      15.0.3
@schematics/angular             15.0.3
rxjs                            7.6.0
typescript                      4.8.4
webpack                         5.75.0
```


### Anything else?

_No response_","['area: testing', 'P3', 'bug', 'cross-cutting: standalone']",2022-12-10T10:52:42Z,3,26,https://github.com/angular/angular/issues/48432
42,angular/angular,Devtools inspect element is a little off,"### Is this a bug report or a feature request?

- [X] Bug Report
- [ ] Feature Request

### Please provide the steps to reproduce the issue [Bug Report only]

1. ng new 
2. ng add @angular/material 
3. ng generate @angular/material:navigation main-nav
4. ng generate @angular/material:address-form basic-form
5. Clean the `app.component.html` and replace it with `<app-main-nav></app-main-nav>
6. add following code to `app-basic-form`
```
    <!-- Add Content Here -->
    <app-basic-form></app-basic-form>
```
We need to add enough element so that dev-tools components section oveflows
7. Inspect the **Submit** button.

### Please provide the expected behavior vs the actual behavior you encountered [Bug Report only]

When ever we inspect the **Components** should properly scrolls to the inspected element.

### Please provide a screenshot if possible [Bug Report only]

![image](https://user-images.githubusercontent.com/1523391/206663949-e93ee9fa-0b9b-47a9-a654-97b989d230a0.png)
![image](https://user-images.githubusercontent.com/1523391/206664033-b4a33c11-5c19-4b7b-97d2-ff18520f2e7b.png)


### Please provide the exception or error you saw [Bug Report only]

_No response_

### Is this a browser-specific issue? If so, please specify the device, browser, and version. [Bug Report only]

```true
I only tested it on Microsoft Edge.
```


### Description [Feature Request only]

_No response_

### Proposed solution [Feature Request only]

_No response_

### Alternatives considered [Feature Request only]

_No response_","['P3', 'area: devtools', 'bug']",2022-12-09T08:59:15Z,0,0,https://github.com/angular/angular/issues/48410
43,angular/angular,Throw NG0300 error at built-time rather than at runtime,"### Which @angular/* package(s) are relevant/related to the feature request?

compiler

### Description

Currently, [NG0300](https://angular.io/errors/NG0300) is thrown at runtime.
I am wondering whether it is possible to throw this error already at built-time.
This would improve DX in the way that an app with this error would not be possible to ship.

### Proposed solution

Detect and throw error at built-time.
Might implement an extended diagnostic for it!?

### Alternatives considered

Since this is very likely a static code analysis, linting tools should also be able to detect these.
However, I haven't found any lint rule that would report this error.","['help wanted', 'hotlist: error messages', 'area: core', 'area: compiler', 'core: directive matching', 'P3', 'bug']",2022-12-06T15:24:57Z,5,3,https://github.com/angular/angular/issues/48377
44,angular/angular,Bug: setting `[disabled]` attribute no longer works with `formControlName`,"### Command

other

### Is this a regression?

- [X] Yes, this behavior used to work in the previous version

### The previous version in which this bug was not present was

Angular 14

### Description

When upgrading from Angular 14 to Angular 15 the [Disabled] directive of form controls stopped working.

Is this a bug or did something change?

 I'm using version 15.0.2

### Minimal Reproduction

 <button type=""button"" id=""btnAddPeopleEditor"" class=""btn btn-success btn-sm"" (click)=""addPeople(1)""
                  [disabled]=""disabledEditEditor || (habilitarControle(isReadOnly) == 'true')"">
                  Add
                </button>

### Exception or Error

```text
No error occurs. It simply stopped working.
```


### Your Environment

```text
Angular CLI: 15.0.2
Node: 16.17.0
Package Manager: npm 8.18.0
OS: win32 x64

Angular: 15.0.2
... animations, cli, common, compiler, compiler-cli, core, forms
... platform-browser, platform-browser-dynamic, platform-server
... router

Package                         Version
---------------------------------------------------------
@angular-devkit/architect       0.1500.2
@angular-devkit/build-angular   15.0.2
@angular-devkit/core            15.0.2
@angular-devkit/schematics      15.0.2
@angular/cdk                    15.0.1
@angular/material               15.0.1
@nguniversal/builders           15.0.0
@nguniversal/common             15.0.0
@nguniversal/express-engine     15.0.0
@schematics/angular             15.0.2
rxjs                            7.5.7
typescript                      4.8.4
```


### Anything else relevant?

_No response_","['regression', 'workaround2: non-obvious', 'area: forms', 'state: confirmed', 'forms: directives', 'P1', 'bug']",2022-12-04T15:16:07Z,43,20,https://github.com/angular/angular/issues/48350
45,angular/angular,ngDoCheck hook has a bit misleading documentation,"### Describe the problem that you experienced

Hello,

in my opinion the [documentation regarding the `DoCheck` hook](https://angular.io/api/core/DoCheck) is a bit misleading: 
*A lifecycle hook that invokes a custom change-detection function for a directive, **in addition to the check performed by the default change-detector.***

Text in bold implies that the default check was performed (for the component from which the hook is called), when in fact it doesn't need to be the case. If we have a component with the OnPush change detection strategy, its `ngDoCheck` hook is called from its parent, despite the fact that the default check was not performed on the component.

The following article sums up why ngDoCheck called =/=  change detection performed (it's from 2017, I think that many people fell in the trap of believing that ngDoCheck called = change detection performed):
https://medium.com/angular-in-depth/if-you-think-ngdocheck-means-your-component-is-being-checked-read-this-article-36ce63a3f3e5

### Enter the URL of the topic with the problem

_No response_

### Describe what you were looking for in the documentation

_No response_

### Describe the actions that led you to experience the problem

_No response_

### Describe what you want to experience that would fix the problem

_No response_

### Add a screenshot if that helps illustrate the problem

_No response_

### If this problem caused an exception or error, please paste it here

_No response_

### If the problem is browser-specific, please specify the device, OS, browser, and version

_No response_

### Provide any additional information here in as much as detail as you can

_No response_","['area: core', 'core: lifecycle hooks', 'core: change detection', 'P3', 'bug', 'area: docs']",2022-11-20T19:28:38Z,2,0,https://github.com/angular/angular/issues/48140
46,angular/angular,`inject` function does not correctly infer the return type when used with generic classes/abstract classes,"### Which @angular/* package(s) are the source of the bug?

core

### Is this a regression?

No

### Description

If we use the `inject` function with a generic class (or abstract class), the return type won't be properly inferred:

```ts
import { inject } from '@angular/core';

class C<T extends number> {}

const c1 = inject(C); // type: C<any>
const c2 = inject(C<1>) // type: C<any>

abstract class AC<T extends string> {}

const ac1 = inject(AC); // type: AC<any>
const ac2 = inject(AC<'ng'>); // type: AC<any>
```

Typing issue is due to the AbstractType interface. It's currently defined as follows:

```ts
interface AbstractType<T> extends Function {
  prototype: T;
}
```

To solve this typing bug, `AbstractType` can be defined as follows:

```ts
type AbstractType<T> = abstract new (...args: unknown[]) => T;
```

Here is the [Stackblitz playground](https://stackblitz.com/edit/angular-qldklj-4f7htw?file=src%2Fapp%2Finject-typing-demo.ts) containing the `typedInject` function that solves this issue.

---

**This fix would introduce a breaking change.**

---

**If accepted, I'll create a PR for this bug.**

### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/angular-qldklj?file=src%2Fapp%2Finject-typing-demo.ts

### Please provide the exception or error you saw

_No response_

### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 15.0.0
```


### Anything else?

As a workaround, we can explicitly set the return type:

```ts
class C<T extends number> {}

const c = inject<C<number>>(C);
```","['area: core', 'core: di', 'cross-cutting: types', 'P4', 'bug']",2022-11-19T02:19:29Z,1,11,https://github.com/angular/angular/issues/48126
47,angular/angular,Exported array of standalone components cannot be imported,"### Which @angular/* package(s) are the source of the bug?

Don't known / other

### Is this a regression?

No

### Description

I have a library that export multiple component in a `const` as advised [in the standalone guide](https://github.com/angular/angular/blob/14.2.11/aio/content/guide/standalone-components.md#standalone-components-for-library-authors):
```ts
const LU_SIMPLE_SELECT_COMPONENTS = [
  LuSimpleSelectInputComponent,
  LuOptionDirective,
  LuDisplayerDirective,
  LuOptionComponent,
] as const;
```

Whenever I import this constant from a module or in a component in an application that use my library, I have the following issue:
> Value at position 0 in the NgModule.imports of AppModule is not a reference
> Value could not be determined statically.

If I redefined the same const in the application, it works.

## Links
* [The library part](https://github.com/LuccaSA/lucca-front/blob/rc/packages/ng/simple-select/src/lib/index.ts#L8)
* [A Stackblitz that reproduce the issue](https://stackblitz.com/edit/angular-ivy-c1tufr?file=src%2Fapp%2Fapp.module.ts) (uncomment line 24 and comment line 23 to make it works)

### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/angular-ivy-5rgxzc?file=src%2Fapp%2Fapp.module.ts

### Please provide the exception or error you saw

```true
> Value at position 0 in the NgModule.imports of AppModule is not a reference
> Value could not be determined statically.
```


### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 14.1.3        
Node: 16.14.2
Package Manager: npm 8.5.0
OS: win32 x64

Angular: 14.1.3
... animations, cli, common, compiler, compiler-cli, core, forms
... platform-browser, platform-browser-dynamic, router

Package                         Version
---------------------------------------------------------
@angular-devkit/architect       0.1401.3
@angular-devkit/build-angular   14.1.3
@angular-devkit/core            14.1.3
@angular-devkit/schematics      14.1.3
@angular/cdk                    14.2.7
@schematics/angular             14.1.3
rxjs                            7.5.7
typescript                      4.7.4
```


### Anything else?

Love Standalone components!","['state: has PR', 'area: compiler', 'P3', 'bug', 'cross-cutting: standalone']",2022-11-16T18:06:21Z,29,13,https://github.com/angular/angular/issues/48089
48,angular/angular,@Self() does not work when using Injector.create(),"### Which @angular/* package(s) are the source of the bug?

core

### Is this a regression?

No

### Description

A structural directive `ShowIf` works with `ViewContainerRef.createEmbeddedView()` with custom injector created with `Injector.create()` to provide some tokens. `@Self()` decorator is not working in child or projected components of `ShowIf` applied component.

```ts
import {
  Component,
  Directive,
  Inject,
  InjectionToken,
  Injector,
  Input,
  Self,
  TemplateRef,
  ViewContainerRef,
} from '@angular/core';

const TOKEN_A = new InjectionToken<string>('Token A');
const TOKEN_B = new InjectionToken<string>('Token B');

@Component({
  selector: 'my-app',
  template: `
  <button (click)=""show = !show"">{{show ? 'Hide' : 'Show'}}</button>
  <comp-a *showIf=""show"">
    <comp-b></comp-b>
  </comp-a>
  `,
})
export class AppComponent {
  show = false;
}

@Component({
  selector: 'comp-a',
  template: `
  <p>Child</p>
  <comp-b></comp-b>
  <p>Projected</p>
  <ng-content></ng-content>
  `,
  providers: [{ provide: TOKEN_A, useValue: 'Apple' }],
})
export class ComponentA {
  constructor(@Inject(TOKEN_A) private tokenA: string) {
    // Will use tokenA here
  }
}

@Component({
  selector: 'comp-b',
  template: `<pre>
TokenA: ""{{tokenA}}"" < Should break
TokenB: ""{{tokenB}}""
</pre>`,
  providers: [
    // No TOKEN_A provider here
  ],
})
export class ComponentB {
  constructor(
    // Used @Self() but not provided TOKEN_A
    @Self() @Inject(TOKEN_A) public tokenA: string,
    @Inject(TOKEN_B) public tokenB: string
  ) {}
}

@Directive({ selector: '[showIf]' })
export class ShowIf {
  private hasView = false;

  constructor(
    private templateRef: TemplateRef<any>,
    private viewContainer: ViewContainerRef
  ) {}

  @Input() set showIf(condition: boolean) {
    if (condition && !this.hasView) {
      this.viewContainer.createEmbeddedView(this.templateRef, undefined, {
        injector: Injector.create({
          providers: [
            // Need to provide some tokens here
            { provide: TOKEN_B, useValue: 'Orange' },
          ],
        }),
      });
      this.hasView = true;
    } else if (!condition && this.hasView) {
      this.viewContainer.clear();
      this.hasView = false;
    }
  }
}
```
I've used `@Self()` in `ComponentB` but never provided `TOKEN_A` in it's `@Component` decorator. I would expect it to break. But I can see the value of `TOKEN_A` provided in `ComponentA`.

### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/angular-ivy-tswazi?file=src/app/app.component.ts

### Please provide the exception or error you saw

```true
None
```


### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 14.2.6
Node: 18.12.1 (Unsupported)
Package Manager: npm 8.19.2 
OS: linux x64

Angular: 
... 

Package                      Version
------------------------------------------------------
@angular-devkit/architect    0.1402.6 (cli-only)
@angular-devkit/core         14.2.6 (cli-only)
@angular-devkit/schematics   14.2.6 (cli-only)
@schematics/angular          14.2.6 (cli-only)
```
```


### Anything else?

I have to use the custom injector.","['area: core', 'core: di', 'core: dynamic view creation', 'P3', 'bug']",2022-11-16T06:04:30Z,1,0,https://github.com/angular/angular/issues/48075
49,angular/angular,Allow read Injector in ViewChild / ContentChild ,"### Which @angular/* package(s) are relevant/related to the feature request?

core

### Description

Motivation:
- the content of ng-template will get the injector from the component, where is the <ng-template> defined, not ""instanced""
- to change this behavior we have ngTemplateOutletInjector 
- we usually need to get the injector of the component, where we are projecting the template into
-  we cannot read the injector via ViewChild.read so we have to workaround this limitation with directive injectore

Usage:
- there is 100% need of this for writing of the Wrapper components around 3rd party components, which support custom templates (for example dropdowns and tables in Material / PrimeNG / Kendo etc)

PLEASE CHECK this stackblitz:

https://stackblitz.com/edit/angular-ivy-5s8bhd?file=src/app/wrapper/wrapper.component.ts

There is Original and OriginalChild component - to simulate 3rd party components...  For the instance... <p-table> and pSortColumn directives from PrimeNG  https://www.primefaces.org/primeng/table  - pSortColumn has to get Table component via its constructor)




### Proposed solution

ViewChild(ren)/ContentChild(ren) should provida injector via  {  read: Injector } options. 

### Alternatives considered

Workaround via directive on the element.","['area: core', 'core: queries', 'core: di', 'state: needs more investigation', 'P4', 'bug']",2022-10-12T20:34:14Z,3,28,https://github.com/angular/angular/issues/47760
50,angular/angular,Form control value is null when initialized with undefined,"### Which @angular/* package(s) are the source of the bug?

forms

### Is this a regression?

No

### Description

When you initialize a `FormControl` with an `undefined` value (initial state) the `FormControl#value` is null.
The value is `null` instead of `undefined` to be short

### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/angular-ivy-x37dzv

### Please provide the exception or error you saw

```true
If you try to do test something like the test will fail


// control was initialized with undefined
expect(control.value).toBe(undefined) // <-- in fact, this is null
```


### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 14.1.0
Node: 16.16.0
Package Manager: npm 8.15.1
OS: win32 x64

Angular: 14.1.0
... animations, cdk, cli, common, compiler, compiler-cli, core 
... forms, material, platform-browser, platform-browser-dynamic
... router

Package                         Version
---------------------------------------------------------      
@angular-devkit/architect       0.1401.0
@angular-devkit/build-angular   14.1.0
@angular-devkit/core            14.1.0
@angular-devkit/schematics      14.1.0
@angular/flex-layout            14.0.0-beta.40
@schematics/angular             14.1.0
rxjs                            7.5.6
typescript                      4.7.4
```


### Anything else?

_No response_","['area: forms', 'P3', 'bug', 'forms: strictly typed', 'canonical']",2022-08-03T15:42:28Z,15,27,https://github.com/angular/angular/issues/47027
51,angular/angular,extended diagnostic for non-nullable optional is wrong,"### Which @angular/* package(s) are the source of the bug?

core

### Is this a regression?

No

### Description

Having the case below produces the warning for optional chain operation.
Because of `!` it will always return a boolean to the input.
Relates to the new feature https://github.com/angular/angular/pull/46686 
https://github.com/angular/angular/issues/44870

Also can we have a `angularCompilerOptions` to disable this warnings?

First case:
```ts
optionalArrayElement: {a: 'value'}[] = [];
```
```html
<button [disabled]=""!optionalArrayElement[0]?.a""></button>
```

Second case:
```ts
enum MapKeys {
  A,
  B
}

 optionalMapElement: {[key: string]: {a: string}} = {[MapKeys.A] : {a: 'value'}};
```

```html
<button [disabled]=""!optionalMapElement[MapKeys.B]?.a""></button>
```

### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/angular-r3n3ec?file=src/app/app.component.ts

### Please provide the exception or error you saw

```true
warning NG8107: The left side of this optional chain operation does not include 'null' or 'undefined' in its type, therefore the '?.' operator can be replaced with the '.' operator.
```


### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 14.1.0
Node: 16.15.1
Package Manager: npm 8.13.2
OS: win32 x64

Angular: 14.1.0
... animations, cli, common, compiler, compiler-cli, core, forms
... platform-browser, platform-browser-dynamic, router
... service-worker

Package                         Version
---------------------------------------------------------
@angular-devkit/architect       0.1401.0
@angular-devkit/build-angular   14.1.0
@angular-devkit/core            14.1.0
@angular-devkit/schematics      14.1.0
@schematics/angular             14.1.0
rxjs                            7.5.6
typescript                      4.7.4
```


### Anything else?

_No response_","['area: compiler', 'P3', 'bug', 'compiler: extended diagnostics']",2022-07-21T08:09:06Z,37,27,https://github.com/angular/angular/issues/46918
52,angular/angular,Renderer2 lacks security documentation,"### Description

Angular docs are doing a great job at covering security topics. In particular, API docs warn about methods that could be used in an insecure manner. (Big thank you to the community!)

Unfortunately, `Renderer2` API docs do not say much about security. In particular, nothing regarding XSS. However, the [ElementRef](https://angular.io/api/core/ElementRef#properties) API docs state the following:

> Alternatively you can take a look at [Renderer2](https://angular.io/api/core/Renderer2) which provides API that can safely be used even when direct access to native elements is not supported.

Wouldn't it be helpful to mention this in the Renderer2 API docs? So that potential users know what to expect...

### What is the affected URL?

https://angular.io/api/core/Renderer2

### Please provide the steps to reproduce the issue

1. Read `Renderer2` API docs
2. Read `ElementRef` API docs 

### Please provide the expected behavior vs the actual behavior you encountered

I would _expect_ the the `Renderer2` API docs to document security implications. Specifically regarding XSS. `ElementRef` docs say that `Renderer2` ""provides API that can safely be used"".
If this is true (and superficial testing seems to support it) I'd _expect_ that the `Renderer2` API docs mention it explicitly.

If there are any exceptions to this general rule, I'd _expect_ the `Renderer2` API docs would show a clear ""USE WITH CAUTION"" security warning. E.g. if the following method calls lead to XSS, I'd _expect_ a warning in the API docs:
```
renderer2.setAttribute(a, 'href', 'javascript:alert(1)');
renderer2.setAttribute(svg, 'onload', 'alert(1)');
```

Alternatively, if the claims that `ElementRef` docs make about `Renderer2` are inaccurate or misleading, I'd _expect_ them to be adjusted or removed.

The _actual_ situation is that `Renderer2` API docs do not tell me anything about security. And I feel a little lost.

### Please provide a screenshot if possible

Should be trivial to reproduce without screenshots, but I can provide some on demand...

### Please provide the exception or error you saw

```true
None.
```


### Is this a browser-specific issue? If so, please specify the device, browser, and version.

```true
Not browser-specific imho.
```
","['security', 'P3', 'bug', 'area: docs']",2022-07-20T16:02:21Z,6,1,https://github.com/angular/angular/issues/46904
53,angular/angular,Reactive form control `root` points to nothing or itself.,"### Which @angular/* package(s) are the source of the bug?

forms

### Is this a regression?

No

### Description

We need to have a validator for simple `FormControl` to compare multiple `FormGroup` values as well. Trying to reach that in two ways:

1. Use `control.parent.parent.parent` (doesn't look good);
2. Use `control.root.get(*path*)`.

However, both options have bug. Let's talk about latter one. `root` is either falsy or equal to `control` (points to itself) value. So, we had to add such workaround

```ts
    // In case form hasn't initialized
    if (control.root == null || control.root === control) {
        return null;
    }

    *Validation logic here*
```

But that doesn't work as expected because now form controls aren't validated on form init because of such workaround. How can we avoid such behavior?

### Please provide a link to a minimal reproduction of the bug

_No response_

### Please provide the exception or error you saw

_No response_

### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 14.0.4
Node: 14.17.5
Package Manager: yarn 1.22.18
OS: win32 x64

Angular: 14.0.4
... animations, cdk, cli, common, compiler, compiler-cli, core
... forms, language-service, material, platform-browser
... platform-browser-dynamic, router

Package                            Version
------------------------------------------------------------
@angular-devkit/architect          0.1400.4
@angular-devkit/build-angular      14.0.4
@angular-devkit/build-ng-packagr   0.1002.0
@angular-devkit/core               14.0.4
@angular-devkit/schematics         14.0.4
@angular/flex-layout               14.0.0-beta.40
@schematics/angular                14.0.4
rxjs                               7.5.5
typescript                         4.6.3
```


### Anything else?

_No response_","['area: forms', 'P4', 'bug']",2022-07-18T20:09:52Z,4,0,https://github.com/angular/angular/issues/46874
54,angular/angular,Type checking for structural directive without parameter,"### Which @angular/* package(s) are the source of the bug?

Don't known / other

### Is this a regression?

No

### Description

Hello,
not sure if this is an actual issue or just me misunderstanding behaviour of structural directives in Angular.

Let's say we have a simple structural directive (see [repro](https://stackblitz.com/edit/angular-ivy-vbzbnj?file=src%2Fapp%2Funless.directive.ts,src%2Fapp%2Fapp.component.html,tsconfig.json,src%2Fapp%2Fapp.module.ts,src%2Fapp%2Fapp.component.ts)). From my point of view, two declarations below should be equal, however, the first one throws type error, while the second one compiles without any errors. Why is that?

```ts
<!-- Why this one throws type error -->
<h1 *appUnless>Test</h1>

<!-- And this one not? -->
<ng-template [appUnless]>
  <h1>Test</h1>
</ng-template>
```

From my point of view, typechecker expects the structural directive without any parameters to be equal to following:

```ts
<ng-template [appUnless]=""''"">
  <h1>Test</h1>
</ng-template>
````

when in reality, it is equal to code above (I tried to change the type of the directive parameter to `boolean | string`, and checked if the input setter will be called - it wasn't).

### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/angular-ivy-vbzbnj?file=src%2Fapp%2Funless.directive.ts,src%2Fapp%2Fapp.component.html,tsconfig.json,src%2Fapp%2Fapp.module.ts,src%2Fapp%2Fapp.component.ts

### Please provide the exception or error you saw

_No response_

### Please provide the environment you discovered this bug in (run `ng version`)

_No response_

### Anything else?

_No response_","['area: compiler', 'P3', 'compiler: template type-checking', 'bug']",2022-07-08T11:37:55Z,6,1,https://github.com/angular/angular/issues/46749
55,angular/angular,Views attached to ApplicationRef cannot be detached from Change Detection unless they're dettached from ApplicationRef itself,"### Which @angular/* package(s) are the source of the bug?

core

### Is this a regression?

No

### Description

If you create a view and add it to `ApplicationRef` directly, then calling `changeDetectorRef.detach()` will have no effect. It's expected that when detaching the view from change detection, CD does not run, even if it's directly attached to ApplicationRef.

I believe this is related to the fact that `ApplicationRef` does a manual `detectChanges()` call without checking the LView's DIRTY/ATTACHED flags.

https://github.com/angular/angular/blob/3a60063a54d850c50ce962a8a39ce01cfee71398/packages/core/src/application_ref.ts#L986-L988

### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/angular-ivy-vvznhk?devToolsHeight=33&file=src/app/app.component.ts

### Please provide the exception or error you saw

_No response_

### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular 14, but is present in all versions, I believe. See the stackblitz example for details
```


### Anything else?

_No response_","['area: core', 'core: change detection', 'P4', 'bug']",2022-07-03T21:58:13Z,1,2,https://github.com/angular/angular/issues/46690
56,angular/angular,Typed FormGroup reset() does not accept FormState type,"### Which @angular/* package(s) are the source of the bug?

forms

### Is this a regression?

No

### Description

Hello, I found a small issue with typed FormGroup (which I love). Typescript does not allow form state in `reset()` method. So it is not allowed to do something like this:
```TS
this.formGroup.reset({
  first: { value: 'name', disabled: true },
  last: 'last'
});
```
As a workaround we can do `as any` casting. Probably it would be necessary to introduce `ɵFormGroupState` type.

Here is related code:
https://github.com/angular/angular/blob/88e16553e88356339db4fbc6aa1b78a9dfdfc8d2/packages/forms/src/model/form_group.ts#L473-L492

### Please provide a link to a minimal reproduction of the bug

_No response_

### Please provide the exception or error you saw

_No response_

### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 14.0.2
Node: 16.15.1
Package Manager: npm 8.12.2
OS: win32 x64

Angular: 14.0.2
... animations, cdk, cli, common, compiler, compiler-cli, core
... forms, localize, material, material-moment-adapter
... platform-browser, platform-browser-dynamic, router

Package                         Version
---------------------------------------------------------
@angular-devkit/architect       0.1400.2
@angular-devkit/build-angular   14.0.2
@angular-devkit/core            13.3.6
@angular-devkit/schematics      13.3.6
@angular/flex-layout            13.0.0-beta.38
@schematics/angular             14.0.2
rxjs                            7.5.5
typescript                      4.7.4
```


### Anything else?

_No response_","['area: forms', 'state: confirmed', 'P3', 'bug', 'forms: strictly typed']",2022-06-22T17:03:05Z,5,12,https://github.com/angular/angular/issues/46458
