issue_number,repository,title,description,labels,created_at,comments,reactions,url,
216,facebook/react,Bug: Firefox and react-dom causing null access property,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version: 17.0.2

## Steps To Reproduce

1. create a component with a state
2. add elements added conditionally from state
3. add a (complex ?) component like input, textarea, select, iframe etc inside the elements added conditionnaly
4. open firefox and drag a file above the zone fast enough and then come back to the complex element (it might be really hard to trigger so I suggest to drag around really fast)

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

[CodeSandbox](https://codesandbox.io/s/unruffled-torvalds-xpikd?file=/src/App.js)

Minimal (with the maximum of details I have) reproduction :
```ts
const FileInput: React.FC = () => {
  const fileZone = useRef<HTMLDivElement>(null);
  const [dragging, setDragging] = useState(false);

  useEffect(() => {
    const handlers = {
      dragenter() {
        setDragging(true);
      },
      dragleave() {
        setDragging(false);
      },
    };
    const div = fileZone.current as HTMLDivElement;
    Object.entries(handlers).map(([key, value]) =>
      div.addEventListener(key, value),
    );

    return () => {
      if (div) {
        Object.entries(handlers).map(([key, value]) =>
          div.removeEventListener(key, value),
        );
      }
    };
  }, [fileZone]);

  return (
    <div ref={fileZone}>
      {dragging ? (
        <>drop here</>
      ) : (
        <>
          drop here or{"" ""}
          <label>
            Search
            <input />
          </label>
        </>
      )}
    </div>
  );
};
```

Here I used the dragevent to trigger the state but I think anything firing setState fast enough can reproduce this while this seems the most usable way to reproduce.

## The current behavior
When dragging a file over the zone fast enough and coming back to the complex element it triggers an error :
`
16:38:47.408 Uncaught TypeError: can't access property ""__reactFiber$6wig1bzlbmp"" of null
    React 3
    unstable_runWithPriority scheduler.development.js:468
    React 12
    tsx index.tsx:6
    tsx main.chunk.js:263
    Webpack 7
react-dom.development.js:10578
    React 3
    bind_applyFunctionN self-hosted:1376
    dispatchEvent self-hosted:1339
    unstable_runWithPriority scheduler.development.js:468
    dispatchUserBlockingUpdate React
    bind_applyFunctionN self-hosted:1376
    dispatchUserBlockingUpdate self-hosted:1339
    React 4
    forEach self-hosted:4356
    React 7
    tsx index.tsx:6
    tsx main.chunk.js:263
    Webpack 7
`


Screenshots of errors (First one is firefox ""normal"" and second one is firefox developer edition) :
![Firefox on Windows](https://user-images.githubusercontent.com/7894362/119522819-92b71b00-bd7c-11eb-9335-338d40a69c0d.png)
![Firefox developer edition on ArchLinux](https://user-images.githubusercontent.com/7894362/119523063-c1cd8c80-bd7c-11eb-88bb-ae58672c22d8.png)

## The expected behavior
React shouldn't trigger an error.","['Type: Bug', 'Component: DOM', 'Status: Unconfirmed']",2021-05-25T15:17:45Z,6,1,https://github.com/facebook/react/issues/21559,
217,facebook/react,"Bug: In a specific environment, controlled input triggers onChange twice","## On chrome of windows, controlled input changes the value in onChange, and enter(IME mode) non-letters(#/$/%/...) will trigger onChange twice

<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

- React version: 17.0.2 (16 will also)
- windows 10
- chrome 90.0.4430.85

## Steps To Reproduce
1. The input method is adjusted to Chinese (IME)
2. Enter non-letter special symbols , such as # $ % - =

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:
https://codesandbox.io/s/bold-morning-8x46e

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior
onChange call twice

## The expected behavior
onChange call correct times
","['Type: Bug', 'Component: DOM']",2021-04-25T08:13:07Z,2,0,https://github.com/facebook/react/issues/21349,
218,facebook/react,Bug: iOS VoiceOver announces stale content in headings,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version: 17.0.2

## Steps To Reproduce

1. Go to https://jeffreyatw.com/static/voiceover-react using iOS, enable VoiceOver
2. Swipe to first ""Not clicked"" h2, observe VoiceOver reads content correctly
3. Click the first ""click me"" button
4. Move VoiceOver's focus back to first h2, which is now ""Clicked""
5. VoiceOver **incorrectly** reads it as ""Not clicked, heading level 2""
6. Swipe to the second ""Not clicked"" h2, observe VoiceOver reads content correctly
7. Click the second ""click me"" button
8. Move VoiceOver's focus back to second h2, which is now ""Clicked""
9. VoiceOver correctly reads it as ""Clicked, heading level 2""

<!--



  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example: https://jeffreyatw.com/static/voiceover-react

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior
VoiceOver reads the first h2 as ""Not clicked, heading level 2"". See attached video for more details:
https://user-images.githubusercontent.com/266170/114103859-b4b51680-987e-11eb-82b9-0d785442c3ae.mp4

## The expected behavior
VoiceOver should read the first h2 as ""Clicked, heading level 2""
","['Type: Bug', 'Browser: Safari', 'Component: DOM', 'Status: Unconfirmed']",2021-04-08T22:26:44Z,6,2,https://github.com/facebook/react/issues/21212,
219,facebook/react,Bug: Radio/Checkbox inputs not triggered when setting state in listener on a parent element,"Hello

I wanted to highlight a div after clicking on it (and hide the highlight after clicking anywhere else). So in componentDidMount, I added two event listeners (on the div and on the window object).
The problem is kind of wild: when I use setState in a listener added in componentDidMount, radio buttons are not triggered.
When the listener does not use setState or uses setTimeout(() => this.setState(...), 0), radio buttons works expectedly.
When creating a code example, I also tried checkboxes, and they do not work as well. BUT, for example, button inputs work expectedly.

React version: 16.13.1 (in my app), 17.0.2 (in code sand box) - issue is in both of them

## Steps To Reproduce

You can use this prepared code example: https://codesandbox.io/s/react-setstate-listener-input-bug-wjsdk
The example also shows other listeners set ups which work expectedly.

## Current possible workaround

As mentioned earlier, we can use setTimeout(() => this.setState(...), 0) to gain expected behavior, but it is not a bug fix.","['Type: Bug', 'Component: DOM', 'Status: Unconfirmed']",2021-03-25T10:17:28Z,17,0,https://github.com/facebook/react/issues/21094,
220,facebook/react,react-devtools-inline package now has react@experimental dependency,"I recently updated DevTools to use the new, experimental `getCacheForType` API (#20548) which works well for the browser and standalone extension versions, because they bundle their own version of React (the experimental release). This has left the `react-devtools-inline` package (used by e.g. Code Sandbox) in an unreleasable state though until the new Suspense APIs are released as stable.

Perhaps I could go back to the last commit prior to #20548 and do one final release, but then I will be blocked.","['Type: Bug', 'Component: Developer Tools']",2021-03-17T18:22:17Z,0,0,https://github.com/facebook/react/issues/21023,
221,facebook/react,Bug: React test triggers mouseout event for disabled button,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version: 16.14.0

## Steps To Reproduce

1. Create a test file in a react project, and paste the following code.
2. Run the test
3. The test for onMouseLeave event fails.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

```javascript
import { act } from ""react-dom/test-utils"";
import React, { useState } from ""react"";
import ReactDOM from ""react-dom"";

const Counter = () => {
  const increaseCount = () => {
    setCount((prev) => prev + 1);
  };
  const [count, setCount] = useState(0);
  return (
    <div>
      <p>You clicked {count} times</p>
      <button
        disabled
        onClick={increaseCount}
        onMouseEnter={increaseCount}
        onMouseLeave={increaseCount}
      >
        Click me
      </button>
    </div>
  );
};

describe(""button with react test-utils"", () => {
  let container;

  beforeEach(() => {
    container = document.createElement(""div"");
    document.body.appendChild(container);
  });

  afterEach(() => {
    document.body.removeChild(container);
    container = null;
  });

  it(""should not trigger onClick when button is disabled"", () => {
    act(() => {
      ReactDOM.render(<Counter />, container);
    });
    const button = container.querySelector(""button"");
    const label = container.querySelector(""p"");

    act(() => {
      button.dispatchEvent(new MouseEvent(""click"", { bubbles: true }));
    });

    expect(label.textContent).toBe(""You clicked 0 times"");
  });
  it(""should not trigger onMouseEnter when button is disabled"", () => {
    act(() => {
      ReactDOM.render(<Counter />, container);
    });
    const button = container.querySelector(""button"");
    const label = container.querySelector(""p"");

    act(() => {
      button.dispatchEvent(new MouseEvent(""mouseover"", { bubbles: true }));
    });

    expect(label.textContent).toBe(""You clicked 0 times"");
  });
  it(""should not trigger onMouseLeave when button is disabled"", () => {
    act(() => {
      ReactDOM.render(<Counter />, container);
    });
    const button = container.querySelector(""button"");
    const label = container.querySelector(""p"");

    act(() => {
      button.dispatchEvent(new MouseEvent(""mouseout"", { bubbles: true }));
    });

    expect(label.textContent).toBe(""You clicked 0 times"");
  });
});

```

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->


## The current behavior
<img width=""664"" alt=""Screenshot 2021-03-09 at 21 45 13"" src=""https://user-images.githubusercontent.com/2574511/110506309-c9d44380-8120-11eb-9164-ce2ae7316889.png"">


## The expected behavior
All tests should pass","['Type: Bug', 'Component: DOM']",2021-03-09T16:47:36Z,7,0,https://github.com/facebook/react/issues/20966,
222,facebook/react,Bug: React DevTools fails when using React Native + Hermes,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version: 16.13.1
React DevTools version: 4.10.1-3a8c04e3b2

## Steps To Reproduce

1. `npx react-native init MyApp --template react-native-template-typescript`
2. set `enableHermes: true` in `android/app/build.gradle`
3. start Metro bundler via `yarn start`
4. launch app in Android emulator via `yarn android`
5. launch React DevTools
6. reload Metro bundler
7. click on any element in the React DevTools components view
8. right React DevTools panel is stuck on ""Loading..."" and Metro bundler logs `ERROR [TypeError: undefined is not a function]`:
<img width=""297"" alt=""Screen Shot 2021-02-25 at 5 56 13 PM"" src=""https://user-images.githubusercontent.com/440230/109231116-f76dd400-7793-11eb-8b7c-4c40a7eaee3a.png"">


<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:
https://github.com/helixbass/HermesDevToolsIssueExample

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior

React DevTools fails to load element props, styles etc


## The expected behavior

React DevTools should load element props, styles etc
","['Type: Bug', 'Component: Developer Tools']",2021-02-25T23:07:49Z,2,4,https://github.com/facebook/react/issues/20884,
223,facebook/react,Bug: Disabled button state update prevents `scrollIntoView`,"I have a `button` that triggers `scrollIntoView` for a node when clicked. It also updates some state which subsequently disables that button in certain cases. If the button becomes disabled, the `scrollIntoView` execution aborts.

This seems to only happen in Chrome/Brave.

React version: 17.0.1

## Steps To Reproduce

See steps to reproduce in sandbox.

https://codesandbox.io/s/goofy-curie-yts68?file=/src/App.js

## The current behavior

Described above.

## The expected behavior

The state update should not prevent `scrollIntoView`.
","['Type: Bug', 'Component: DOM']",2021-02-09T18:16:29Z,14,11,https://github.com/facebook/react/issues/20770,
224,facebook/react,"Bug: devtools may crash when custom hook has the name ""useState""","<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version: 17.0.1

## Steps To Reproduce

1. clone repo: https://github.com/avkonst/react-devtools-crash-demo
2. yarn start
3. open the browser of the started app
4. open devtools
5. click Counter component in the components tab of the development tools
6. Watch it not loading anything and unhandled exception dumped to the console log

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example: https://github.com/avkonst/react-devtools-crash-demo

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior

Devtools crash when I click on the following component in the development tools:

```tsx
import React from 'react';

function useState() {
    React.useState(0);
    React.useEffect(() => () => {});
}

function Counter() {
	useState();
	React.useState(0);
	return <div>Open React Dev Tools Components panel,
		click on Counter component and
		observe the crash in the logging console.</div>;
}

export default Counter;
```

## The expected behavior

No crash and the development tools show hooks used.
","['Type: Bug', 'Component: Developer Tools']",2021-01-19T01:50:57Z,29,0,https://github.com/facebook/react/issues/20613,
225,facebook/react,Bug: CSS variables can't be a space character,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version: v16/v17

## Steps To Reproduce

1. https://codesandbox.io/s/empty-css-value-jmbfl?file=/src/App.js
2. Notice the ""should be black border"" has a pink border
3. Dangerously setting inner HTML works because it doesn't go through reacts `trim()` flow
4. I've tracked the suspect code to here https://github.com/facebook/react/blob/6cbb9394d1474e3a728b49dc7f3a11d61a421ce3/packages/react-dom/src/shared/dangerousStyleValue.js#L44

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example: https://codesandbox.io/s/empty-css-value-jmbfl?file=/src/App.js

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior

CSS variables have their value trimmed - resulting in `' '` become `''` which then removes the CSS variable from the browser.

![image](https://user-images.githubusercontent.com/6801309/102850783-52bad780-446e-11eb-8cd3-222061febb48.png)

## The expected behavior

The `' '` value should not be trimmed.

![image](https://user-images.githubusercontent.com/6801309/102850909-944b8280-446e-11eb-9a88-9660469faf3e.png)

One potential option is to, for any custom properties that have a space value, don't trim.

```js
if (isCustomProperty && value === ' ') {
   return value;
}

return ('' + value).trim();
```

I'm happy to do the bug fix. I would also love for this to get released on v16.

---

Found a work around:

https://codesandbox.io/s/empty-css-value-forked-g5jud?file=/src/App.js

```js
style={{ ""--border-color"": ""var(--, )"" }}
```","['Type: Bug', 'Component: DOM', 'Status: Unconfirmed']",2020-12-22T04:56:35Z,12,5,https://github.com/facebook/react/issues/20497,
226,facebook/react,Bug: react-hooks/exhaustive-deps false postive when given undefined as deps,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

There's currently a false positive for the `react-hooks/exhaustive-deps` rule as it does not accept `undefined` as dependency. 

```typescript
// Below gives => React Hook useMemo has a missing dependency: 'byId'. Either include it or remove the dependency array.
const allIds = useMemo(() => Object.keys(byId), undefined)
```

This is clearly noticeable together with TypeScript as it does not allow omitting the second `deps` parameter, with the following typings:
```typescript
// allow undefined, but don't make it optional as that is very likely a mistake
function useMemo<T>(factory: () => T, deps: DependencyList | undefined): T;
```

Note here that `deps` must be either a `DependencyList` or `undefined`. It is not listed as optional.

React version: 17.0.1

## Steps To Reproduce

1. Install `""eslint-plugin-react-hooks"": ""^4.1.0""` and extend it with `'plugin:react-hooks/recommended'`
2. Write a hook that required a dependency list, input `undefined`.

## The current behavior
Gives false positive when given `undefined` for `deps`.

## The expected behavior
Should allow `deps` to be set to undefined.","['Type: Bug', 'Component: ESLint Rules']",2020-11-15T19:26:35Z,11,0,https://github.com/facebook/react/issues/20262,
227,facebook/react,"Bug: eslint-plugin-react-hooks doesn't report conditional typescript ""?."" hooks","**React plugin version:** 
eslint-plugin-react: ""^7.19.0""
typescript: 4.0+ (must include ?. operator)

## Steps To Reproduce

```tsx
// Just a demonstration example, obviously this is not ideal use of classes
class Dog {
	public useDogWoof() {
		useEffect(() => {
			console.log(""woof"")
		}])
	}
}

const DogWoof = ({dog}: {dog?: Dog) => {
	dog?.useDogWoof() // Should print conditional hook error
	return (
		//
	)
}
```

## The current behavior

Typescript has the new 4.0 operator `?.` in case an object is undefined. But, this doesn't quite work along with hooks, as when the object is undefined, the hook is not called, thus the React Renderer complains that the amount of hooks is not the same or even worse untraceable type errors that I had. `eslint-plugin-react-hooks` is expected to be able to guard against that as well to prevent nasty errors with this new typescript operator.

## The expected behavior

Currently, `eslint-plugin-react-hooks` doesn't take care of the typescript operator and thinks that nothing's wrong with using along one with a react hook.","['Type: Bug', 'Component: ESLint Rules']",2020-11-09T12:17:51Z,3,2,https://github.com/facebook/react/issues/20196,
228,facebook/react,Bug: Input minLength not working after type changed,"I have an input with type password with minLength 8, and i have a toggle to change the type to text (password toggle).
when i type with length < 8 and press submit, it prevent to submit. but, when i toggle the password so it change the type to text and submit the form, it can submitted. btw i using useRef()

React version:
react: ^17.0.1
react-dom: ^17.0.1

## Steps To Reproduce

1. type character < minLength
2. submit form
3. toggle form type
4. submit form

Link to code example: [DEMO](https://codesandbox.io/s/young-shape-4tciw)

## The current behavior
The form get submitted even when it under minLength

## The expected behavior
The form not get submitted when it under minLength
","['Type: Bug', 'Browser: Safari', 'Component: DOM']",2020-11-05T09:45:52Z,4,0,https://github.com/facebook/react/issues/20161,
229,facebook/react,"Bug: input[type=""radio""] controlled value can get out-of-sync","
React version: 16.13.1 and 17.0.0-alpha.0-2d131d782

## Steps To Reproduce

1. Render two `input[type=""radio""][name=""radio""]`: one is checked, one isn't
2. Get warning about passing `onChange` or `readOnly`
3. Add empty `onChange` to both

Link to code example:

- [React 16 repro](https://codesandbox.io/s/react-16-radio-cannot-be-read-only-z9ldc)
- [React 17 repro](https://codesandbox.io/s/react-17-radio-cannot-be-read-only-forked-r6m9r)
- [React 18 repro](https://codesandbox.io/s/react-18-radio-cannot-be-read-only-forked-7j9ckd)

## The current behavior

![screencapture of the described behavior](https://i.ibb.co/CMGcrSH/react-readonly-radio.gif)

1. React recommends `readOnly` for `input[type=""radio""]` even though this isn't supported natively (though React could polyfill it)
2. After looping through the radios once with arrow key navigation the checked state changes

## The expected behavior

Arrow key navigation shouldn't break out of the controlled value. It's debateable whether React should recommend `readOnly` when this isn't a standard attribute like `readOnly` for `<input type=""text"" />`.
","['Type: Bug', 'Component: DOM', 'Status: Unconfirmed']",2020-09-18T13:26:15Z,4,0,https://github.com/facebook/react/issues/19860,
230,facebook/react,Bug: Handling of symbols when used as deps incorrectly to create error message results in an unrelated TypeError: Cannot convert a Symbol value to a string,"React version: 16.3.1

## Steps To Reproduce

1. Click the button in this Code Sandbox https://codesandbox.io/s/blissful-sun-e0lle?file=/src/App.js

## The current behavior

The wrong error is generated

## The expected behavior

An error should still be generated but the error message should be correct. The problem is that if you do `[Symbol('...')].join(',')` JavaScript will freak out which is what happens if you put symbols incorrectly in the deps to hooks.","['Type: Bug', 'Component: Hooks']",2020-09-17T13:40:58Z,7,0,https://github.com/facebook/react/issues/19848,
231,facebook/react,Bug: MouseEnter does not fire when coming _from_ disabled elements,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version: 16.13.1

## Steps To Reproduce

https://codesandbox.io/s/eager-euler-c72fw?file=/src/App.js

1. move from a disabled element to an element with a `mouseenter` listener.
2. `mouseenter` does not fire

Link to code example: https://codesandbox.io/s/eager-euler-c72fw?file=/src/App.js


## The current behavior

`mouseenter` does not fire because React calculates mouseenter/leave based on the relative element of the opposing event.
e.g. `mouseenter` calculated from the `mouseout` on the button. Browsers do not fire pointer events on disabled elements


## The expected behavior

`mouseenter` should fire


Previous issue: https://github.com/facebook/react/issues/4251","['Type: Bug', 'Component: DOM']",2020-07-20T17:18:11Z,8,7,https://github.com/facebook/react/issues/19419,
232,facebook/react,Bug: Form reset lost checkbox onChange event,"Hi, I use checkbox uncontrolled mode, onChange in form reset after, lose onChange.
```js
<input type=""checkbox"" onChange={onChange} />
```

but use add ref.addEventListener('change', onChange) is ok
```js
const checkRef = useRef<HTMLInputElement>();
useEffect(() => {
        if (checkboxRef) {
            checkboxRef.current.addEventListener('change', onChange);
        }
    }, []);

<input type=""checkbox"" ref=""checkboxRef"" onChange={onChange} />
```


React version: 16.13 and old 

## Steps To Reproduce

1. checkbox => checked
2. form reset
3. checked  => checked

Link to code example:
[not react is ok](https://codepen.io/imagine10255/pen/ExPaLOJ?editors=1111)
[reset is lose target onChange](https://codesandbox.io/s/affectionate-brook-96dw9?file=/src/App.js)

## The current behavior
1. checkbox => checked (target onChange)
2. form reset
3. checked  => checked (lose target onChange)

## The expected behavior
1. checkbox => checked (target onChange)
2. form reset
3. checked  => checked (target onChange)
","['Type: Bug', 'Component: DOM']",2020-06-05T08:37:31Z,11,7,https://github.com/facebook/react/issues/19078,
233,facebook/react,Bug: Server hydration mistmatch and radio group with defaultChecked,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->
When hydrating from the server, whenever there's a mismatch in the initially checked input in a radio button group and the inputs use `defaultChecked` (uncontrolled), there is no warning of that mismatch and the component behaves in a buggy way for the input that was initially selected in the server payload (the `onChange` callback prop is not fired for the input that was marked as selected in the initial html, when selecting it).

Worth noting that using a controlled input (using `checked`) makes the bug go away.

React version: 16.13.1

## Steps To Reproduce

1. In the example provided below, make sure you refresh the browser within Code Sandbox.
2. Check the first radio button. Verify that the radio is checked, but the text next to it still shows as ""not checked"" (which means the onChange prop was not triggered)
3. Attempt to select any other option (works fine), and then back the first one (works fine too).
4. Refreshing the page again, choosing any other option other than the first works fine.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example: https://codesandbox.io/s/affectionate-stonebraker-3wj68

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior

I know that using hydrate doesn't guarantee fixing the mismatches, but it says that it should warn about them in development (https://reactjs.org/docs/react-dom.html#hydrate). In this case, React doesn't warn about the mismatch, and the behavior is buggy, as shown in the example and steps to repro.

## The expected behavior

React should ideally work without the issue, but given that it's not guaranteed to be fixed according to the documentation, it should at least warn about the mismatch.","['Type: Bug', 'Component: DOM', 'Component: Server Rendering']",2020-04-06T10:24:24Z,5,1,https://github.com/facebook/react/issues/18502,
234,facebook/react,"Arbitrary log lines may appear in between an error and the subsequent ""The above error…"" message","React version: 16.12

If one component throws, and one of its siblings logs something else to the console, that sibling's logs appear in between the throwing component and the extra React information about that throw.

This is hard to explain in words but easy to explain in code and pictures, so look:

Repro: https://codesandbox.io/s/boring-firefly-bu79e

![image](https://user-images.githubusercontent.com/6820/75078940-d822d380-54bb-11ea-99d2-c77fbc0c9a5b.png)

The third log line (""The above…"") refers to the first (""Uncaught…"") but looks like it refers to the second (""Please don't…""). This is confusing when debugging.

Instead, I would expect ""The above error…"" to be right below the uncaught window-level exception we raise. (Maybe this isn't possible without diverging dev vs. prod behavior? Not sure but thought I'd file…)",['Type: Bug'],2020-02-21T23:08:59Z,8,0,https://github.com/facebook/react/issues/18101,
235,facebook/react,Bug: Unexpected render,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

https://stackoverflow.com/questions/60345064/react-hooks-rendering-cause

I'm playing with simple React components to understand when rendering occurs.


## The current behavior

[Sample 1][1] - Initially renders once. Regardless of the number of times the button is clicked, it doesn't render. This is expected.

    import React, { useState } from ""react"";
    import ""./styles.css"";
    
    export default function App() {
      const [state, setState] = useState([
        { id: 1, name: ""test1"" },
        { id: 2, name: ""test2"" }
      ]);
      const onClick = () => setState(data => data);
      console.log(""App rendered"");
      return (
        <div className=""App"">
          <h1>Test if setting same data causes re-rendering</h1>
          <button onClick={onClick}>Call setState with same data</button>
          {state.map(({ id, name }) => (
            <p key={id}>{name}</p>
          ))}
        </div>
      );
    }


[Sample 2][2] - Initially renders twice since `useEffect` updates `setMessages` with a value. This is expected. However, if the button is click 1+ times, it renders once. It shouldn't even re-render since the same value is being set. **Why is it rendering if no new value / reference is being updated?**

    import React, { useState, useEffect, useMemo, useCallback } from ""react"";
    import axios from ""axios"";
    import ""./styles.css"";
    
    const days = [
      ""Sunday"",
      ""Monday"",
      ""Tuesday"",
      ""Wednesday"",
      ""Thursday"",
      ""Friday"",
      ""Saturday""
    ];
    export default function App() {
      const [messages, setMessages] = useState([]);
      useEffect(() => {
        axios
          .get(`https://api.myjson.com/bins/10xva4`)
          .then(({ data: { messages } }) => setMessages(messages));
      }, []);
      const Display = useMemo(
        () =>
          messages.map(({ content, senderUuid, sentAt }, index) => {
            let d = new Date(sentAt);
            return (
              <div className=""container"" key={index}>
                <p>Content: {content}</p>
                <p>SenderUuid: {senderUuid}</p>
                <p>DayOfTheWeek: {d.getDate()}</p>
                <p>Month: {d.getMonth()}</p>
                <p>Day: {days[d.getDay()]}</p>
                <p>Year: {d.getFullYear()}</p>
              </div>
            );
          }),
        [messages]
      );
      const onClick = useCallback(() => setMessages(messages => messages), []);
      console.log(""App rendered"");
      // console.log({ messages });
      return useMemo(
        () => (
          <div className=""App"">
            <button onClick={onClick}>Call setMessages with same data</button>
            {Display}
          </div>
        ),
        [Display, onClick]
      );
    }


  [1]: https://codesandbox.io/s/testing-rendering-bo9bp
  [2]: https://codesandbox.io/s/call-api-with-useeffect-vlo34

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

## The expected behavior

Should not re-render if no new value or reference is updated.
",['Type: Bug'],2020-02-21T20:47:07Z,17,1,https://github.com/facebook/react/issues/18098,
